year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,op_carrier_fl_num,origin,origin_city_name,origin_state_nm,dest,dest_city_name,dest_state_nm,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,_csv_row
2024,6,30,7,2024-06-30,AA,2980.0,CLE,"Cleveland, OH",Ohio,PHL,"Philadelphia, PA",Pennsylvania,1618,1651.0,33.0,117.0,1848.0,1939.0,237.0,1739,2335.0,356.0,0,,0,81.0,404.0,51.0,363.0,0,0,327,0,29,3443671
2024,6,30,7,2024-06-30,AA,487.0,RSW,"Fort Myers, FL",Florida,PHL,"Philadelphia, PA",Pennsylvania,1442,1534.0,52.0,39.0,1613.0,1847.0,242.0,1729,2247.0,318.0,0,,0,167.0,433.0,154.0,993.0,16,0,266,0,36,3443882
2024,6,30,7,2024-06-30,AA,531.0,MIA,"Miami, FL",Florida,PHL,"Philadelphia, PA",Pennsylvania,1345,1412.0,27.0,61.0,1513.0,1814.0,216.0,1630,2147.0,317.0,0,,0,165.0,455.0,181.0,1013.0,0,27,290,0,0,3443922
2024,6,30,7,2024-06-30,AA,583.0,DFW,"Dallas/Fort Worth, TX",Texas,PHL,"Philadelphia, PA",Pennsylvania,1520,1549.0,29.0,20.0,1609.0,1952.0,230.0,1937,2340.0,243.0,0,,0,197.0,411.0,163.0,1303.0,13,0,214,0,16,3443971
2024,6,30,7,2024-06-30,WN,2341.0,LAS,"Las Vegas, NV",Nevada,PHX,"Phoenix, AZ",Arizona,2230,27.0,117.0,15.0,42.0,124.0,6.0,2340,130.0,110.0,0,,0,70.0,61.0,40.0,255.0,52,0,0,0,58,3457616
2024,7,7,7,2024-07-07,WN,2220.0,DAL,"Dallas, TX",Texas,LBB,"Lubbock, TX",Texas,955,1000.0,5.0,12.0,1012.0,1105.0,5.0,1105,1110.0,5.0,0,,0,70.0,61.0,44.0,293.0,0,0,0,0,0,3594276
2024,7,9,2,2024-07-09,WN,26.0,CRP,"Corpus Christi, TX",Texas,HOU,"Houston, TX",Texas,1040,1046.0,6.0,12.0,1058.0,1146.0,9.0,1140,1155.0,15.0,0,,0,60.0,55.0,34.0,187.0,15,0,0,0,0,3636214
2024,7,9,2,2024-07-09,WN,2955.0,CRP,"Corpus Christi, TX",Texas,HOU,"Houston, TX",Texas,1450,1747.0,177.0,34.0,1821.0,1900.0,1.0,1550,1901.0,191.0,0,,0,60.0,72.0,37.0,187.0,11,0,12,0,168,3636508
2024,7,18,4,2024-07-18,WN,442.0,LGB,"Long Beach, CA",California,PHX,"Phoenix, AZ",Arizona,1850,1858.0,8.0,7.0,1905.0,2057.0,15.0,2010,2112.0,62.0,0,,0,80.0,72.0,50.0,355.0,0,62,0,0,0,3824948
2024,7,20,6,2024-07-20,MQ,4024.0,MIA,"Miami, FL",Florida,JAX,"Jacksonville, FL",Florida,1650,1704.0,14.0,19.0,1723.0,1819.0,193.0,1811,2132.0,199.0,0,,0,81.0,266.0,54.0,335.0,14,0,185,0,0,3857678
2024,7,23,2,2024-07-23,AA,2745.0,CHS,"Charleston, SC",South Carolina,CLT,"Charlotte, NC",North Carolina,1621,1742.0,81.0,12.0,1754.0,1829.0,191.0,1733,2140.0,245.0,0,,0,72.0,236.0,33.0,168.0,0,0,164,0,81,3912685
2024,7,23,2,2024-07-23,AA,2745.0,CLT,"Charlotte, NC",North Carolina,CHS,"Charleston, SC",South Carolina,1435,1618.0,103.0,13.0,1631.0,1702.0,6.0,1536,1708.0,89.0,0,,0,61.0,47.0,28.0,168.0,0,18,0,0,71,3912686
2024,8,10,6,2024-08-10,DL,2465.0,FLL,"Fort Lauderdale, FL",Florida,LGA,"New York, NY",New York,1113,1109.0,-4.0,25.0,1134.0,1350.0,5.0,1419,1355.0,-24.0,0,,0,182.0,162.0,132.0,1076.0,0,0,0,0,0,4287230
2024,8,30,5,2024-08-30,MQ,3991.0,ATW,"Appleton, WI",Wisconsin,CLT,"Charlotte, NC",North Carolina,1621,1620.0,-1.0,16.0,1636.0,1925.0,182.0,1939,2227.0,167.0,0,,0,138.0,306.0,108.0,742.0,0,0,167,0,0,4687597
2024,8,30,5,2024-08-30,OH,5141.0,LIT,"Little Rock, AR",Arkansas,CLT,"Charlotte, NC",North Carolina,1619,1649.0,30.0,14.0,1703.0,1941.0,189.0,1924,2250.0,205.0,0,,0,125.0,300.0,97.0,640.0,4,0,175,0,26,4688675
2024,8,30,5,2024-08-30,OH,5225.0,CAE,"Columbia, SC",South Carolina,CLT,"Charlotte, NC",North Carolina,1831,1829.0,-2.0,37.0,1906.0,1932.0,195.0,1934,2247.0,180.0,0,,0,63.0,245.0,13.0,88.0,0,0,180,0,0,4688781
2024,10,4,5,2024-10-04,DL,1292.0,DTW,"Detroit, MI",Michigan,BUF,"Buffalo, NY",New York,1550,1546.0,-4.0,12.0,1558.0,1639.0,6.0,1658,1645.0,-13.0,0,,0,63.0,54.0,36.0,241.0,0,0,0,0,0,5360606
2024,10,4,5,2024-10-04,DL,2189.0,DTW,"Detroit, MI",Michigan,PHL,"Philadelphia, PA",Pennsylvania,1021,1013.0,-8.0,16.0,1029.0,1136.0,4.0,1156,1140.0,-16.0,0,,0,94.0,86.0,66.0,453.0,0,0,0,0,0,5361458
2024,10,6,7,2024-10-06,DL,1292.0,DTW,"Detroit, MI",Michigan,BUF,"Buffalo, NY",New York,1550,1545.0,-5.0,13.0,1558.0,1638.0,10.0,1658,1648.0,-10.0,0,,0,63.0,58.0,35.0,241.0,0,0,0,0,0,5398967
2024,10,6,7,2024-10-06,DL,2829.0,DTW,"Detroit, MI",Michigan,BDL,"Hartford, CT",Connecticut,1017,1022.0,5.0,13.0,1035.0,1147.0,9.0,1158,1156.0,-2.0,0,,0,96.0,89.0,67.0,549.0,0,0,0,0,0,5400528
2024,10,6,7,2024-10-06,DL,3128.0,MSY,"New Orleans, LA",Louisiana,ATL,"Atlanta, GA",Georgia,1014,1010.0,-4.0,13.0,1023.0,1222.0,9.0,1240,1231.0,-9.0,0,,0,79.0,74.0,52.0,425.0,0,0,0,0,0,5400878
2024,10,13,7,2024-10-13,DL,1044.0,BNA,"Nashville, TN",Tennessee,MSP,"Minneapolis, MN",Minnesota,1001,955.0,-6.0,12.0,1007.0,1151.0,5.0,1207,1156.0,-11.0,0,,0,130.0,125.0,108.0,695.0,0,0,0,0,0,5540352
2024,10,20,7,2024-10-20,DL,8770.0,ATL,"Atlanta, GA",Georgia,MSP,"Minneapolis, MN",Minnesota,1340,1342.0,2.0,23.0,1405.0,1507.0,9.0,1513,1516.0,3.0,0,,0,159.0,160.0,128.0,907.0,0,0,0,0,0,5685110
2024,10,27,7,2024-10-27,DL,2164.0,RDU,"Raleigh/Durham, NC",North Carolina,DTW,"Detroit, MI",Michigan,1300,1316.0,16.0,10.0,1326.0,1447.0,7.0,1451,1454.0,3.0,0,,0,105.0,92.0,75.0,501.0,0,0,0,0,0,5824581
2024,10,28,1,2024-10-28,DL,2164.0,RDU,"Raleigh/Durham, NC",North Carolina,DTW,"Detroit, MI",Michigan,1300,1301.0,1.0,21.0,1322.0,1443.0,12.0,1451,1455.0,4.0,0,,0,105.0,108.0,75.0,501.0,0,0,0,0,0,5845061
2024,10,29,2,2024-10-29,DL,2164.0,RDU,"Raleigh/Durham, NC",North Carolina,DTW,"Detroit, MI",Michigan,1300,1303.0,3.0,21.0,1324.0,1439.0,9.0,1451,1448.0,-3.0,0,,0,105.0,99.0,69.0,501.0,0,0,0,0,0,5865029
2024,11,30,6,2024-11-30,DL,2389.0,ALB,"Albany, NY",New York,ATL,"Atlanta, GA",Georgia,1902,1928.0,26.0,14.0,1942.0,2156.0,6.0,2149,2202.0,13.0,0,,0,168.0,155.0,135.0,853.0,0,0,0,0,0,6474017
2024,12,13,5,2024-12-13,DL,1425.0,TPA,"Tampa, FL",Florida,ATL,"Atlanta, GA",Georgia,1835,1845.0,10.0,21.0,1906.0,2008.0,10.0,2010,2018.0,8.0,0,,0,94.0,92.0,61.0,406.0,0,0,0,0,0,6721858
2024,12,15,7,2024-12-15,DL,1425.0,TPA,"Tampa, FL",Florida,ATL,"Atlanta, GA",Georgia,1835,1857.0,22.0,30.0,1927.0,2038.0,8.0,2010,2046.0,36.0,0,,0,94.0,108.0,70.0,406.0,0,0,36,0,0,6758340
2024,12,16,1,2024-12-16,DL,1425.0,TPA,"Tampa, FL",Florida,ATL,"Atlanta, GA",Georgia,1835,1901.0,26.0,16.0,1917.0,2019.0,11.0,2010,2030.0,20.0,0,,0,94.0,88.0,61.0,406.0,0,0,0,0,20,6778421
2024,12,23,1,2024-12-23,DL,2971.0,DFW,"Dallas/Fort Worth, TX",Texas,MSP,"Minneapolis, MN",Minnesota,1820,1811.0,-9.0,17.0,1828.0,2024.0,5.0,2052,2029.0,-23.0,0,,0,147.0,133.0,111.0,852.0,0,0,0,0,0,6916796
2024,12,23,1,2024-12-23,DL,2971.0,MSP,"Minneapolis, MN",Minnesota,DFW,"Dallas/Fort Worth, TX",Texas,1446,1446.0,0.0,12.0,1458.0,1653.0,19.0,1723,1712.0,-11.0,0,,0,153.0,142.0,111.0,852.0,0,0,0,0,0,6916797
2024,12,27,5,2024-12-27,G4,719.0,PDX,"Portland, OR",Oregon,IDA,"Idaho Falls, ID",Idaho,1806,1016.0,970.0,12.0,1028.0,1439.0,8.0,2044,1447.0,964.0,0,,0,98.0,92.0,72.0,539.0,964,0,0,0,0,6990615
